genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
bolero cubano,0.721472194,0.581288435,186343.1271,0.42066352,0.032932716,0.188383844,-11.46924192,0.066826582,114.3117681,0.720763861,25.71156463,5,1
greek contemporary classical,0.722666667,0.3198,278502.3333,0.28699,0.531,0.1038,-16.028,0.043866667,95.146,0.367,35.66666667,7,1
flamenco guitar,0.725328914,0.571617036,250920.4521,0.632487617,0.739559888,0.166422701,-11.06100231,0.047138335,113.7448843,0.6769392,36.48989899,7,0
trad jazz catala,0.725872222,0.594333333,164827.6667,0.614944444,0.181043778,0.288766667,-8.376555556,0.060461111,120.2435556,0.781833333,0,7,1
german literature,0.728188021,0.645603125,198680.8505,0.172945104,0.00208734,0.314712292,-22.89887656,0.718940625,103.8584781,0.498345573,5.64375,5,1
pop folk,0.728346154,0.50350641,239095.141,0.303885897,0.085760656,0.091672436,-11.92623077,0.034482692,125.9881026,0.218408333,56.97435897,3,1
kentucky indie,0.7288125,0.50575,213503.75,0.3650625,0.021043156,0.281721875,-10.83303125,0.042521875,119.93975,0.5369375,57.71875,7,1
chihuahua indie,0.729,0.7195,224713,0.447,0.0015651,0.3145,-10.8915,0.05545,143.5835,0.4855,61.5,7,1
jazz trumpet,0.729065397,0.526255821,287217.5543,0.360967862,0.387649096,0.207586036,-13.14169328,0.060278829,113.668179,0.531099564,18.08513091,5,1
lounge,0.729891096,0.473430265,190511.2996,0.342527707,0.224944549,0.19197871,-12.96309687,0.052451891,113.7407899,0.481104357,24.49190295,5,1
turkish modern jazz,0.73,0.269,393400,0.386,0.763,0.0969,-18.731,0.0362,79.661,0.598,35,3,0
comedy,0.731100243,0.530634727,242946.716,0.685898387,0.023287159,0.659793538,-11.11975416,0.654097479,103.5930125,0.438283015,34.49763199,2,1
japanese rockabilly,0.732,0.566,119387,0.811,0.645,0.596,-9.849,0.0435,127.944,0.961,50,11,0
free improvisation,0.73227877,0.407717146,367813.3836,0.324476418,0.419337518,0.187404825,-17.27789468,0.08143639,106.8936145,0.402071348,22.33080993,5,1
contemporary jazz,0.732677621,0.438929504,353912.0123,0.272040336,0.558225815,0.159577045,-17.52594394,0.051822763,114.1151059,0.326078289,37.71462027,5,1
cello,0.733840947,0.432622987,223873.129,0.284598712,0.437181714,0.145645052,-15.34423953,0.056102607,119.8536354,0.316115393,26.01339763,7,1
reading,0.735049725,0.547043211,436833.3184,0.292530982,0.003344274,0.261009239,-19.04921477,0.548661835,96.62353725,0.469265229,13.93275229,10,1
vintage italian soundtrack,0.736169276,0.346639786,176243.834,0.283532451,0.503016612,0.156989439,-16.22827237,0.039366554,109.8621444,0.339693243,25.59324981,2,1
rock alternatif francais,0.737,0.672,288747,0.721,0.0383,0.122,-9.655,0.0622,105.225,0.798,37,4,0
indian folk,0.738002508,0.538838949,265404.7061,0.420005156,0.187349309,0.194730932,-12.15271327,0.075326278,109.4374824,0.601239262,18.95507081,7,1
carnatic instrumental,0.738666667,0.561666667,191102.3704,0.438148148,0.515883008,0.325666667,-13.86040741,0.070007407,135.4136667,0.774814815,4,0,1
country boogie,0.738966912,0.721311275,155844.1789,0.435133578,0.109839173,0.165460294,-10.72037868,0.107164216,139.3101287,0.849933088,12.67156863,7,1
vocal harmony group,0.739306208,0.555698743,173948.6987,0.337712862,0.048249825,0.188406786,-12.43563131,0.055441975,117.0216645,0.527519311,25.77937494,10,1
polish contemporary classical,0.73975,0.1658,645116.5,0.242625,0.4975,0.11815,-16.2945,0.046475,102.89825,0.034775,41.75,2,0
shamanic,0.740190476,0.373621032,385422.1627,0.223871563,0.418387106,0.141625397,-16.52460635,0.053351349,115.0609206,0.248485873,49.28253968,7,1
musikkorps,0.741,0.6175,175653,0.7465,0,0.22,-6.719,0.05025,118.655,0.5175,25,8,1
south african gospel,0.741,0.358,209947,0.294,0.00151,0.0928,-15.4,0.0452,92.081,0.102,52,7,1
classic soundtrack,0.742093438,0.316750912,225604.3331,0.285323712,0.569675749,0.188410582,-16.47629101,0.056750856,103.6347577,0.257061393,24.18346579,7,1
copla,0.742880101,0.521166991,203939.7854,0.371675304,0.006457547,0.15012295,-9.900754402,0.092990124,109.8140759,0.622239798,17.19990517,6,1
berlin school,0.743013889,0.42579798,461323.6742,0.393085038,0.885895202,0.141025631,-16.86676831,0.047922222,133.7200518,0.235646149,31.2405303,2,1
chinese audiophile,0.74325,0.53125,242923.25,0.34725,0.001540845,0.2552,-11.3705,0.038525,123.908,0.44625,48.75,11,1
contemporary post-bop,0.74377009,0.488475485,361037.5299,0.308576239,0.413056085,0.183084641,-15.74488481,0.061044219,111.3590458,0.440811461,24.34580249,5,1
musica jibara,0.7445,0.5665,168439.75,0.4555,0,0.160875,-7.7625,0.044325,126.138,0.786,10.25,2,1
classic french pop,0.7448,0.449,196079.8,0.3622,0.00016178,0.10938,-9.9748,0.03588,106.0252,0.3336,36,11,1
tollywood,0.74525,0.596972222,245915.7778,0.379972222,0.255920934,0.1782,-9.760694444,0.170816667,99.89705556,0.701083333,14.33333333,7,1
easy listening,0.746129366,0.418468827,182895.0127,0.331895791,0.322360075,0.20579193,-13.16481974,0.051752253,111.5727814,0.433420522,21.47054799,5,1
jazz,0.746570256,0.509514677,340335.6397,0.321524069,0.377742761,0.197499361,-15.06396564,0.058891028,113.5183761,0.484629235,21.56000019,5,1
skiffle,0.748,0.5395,182346.5,0.486,0,0.21055,-8.194,0.0388,115.272,0.5,30,2,1
sitar,0.748201961,0.399305882,331103.8373,0.260431667,0.44889587,0.136286078,-20.79666275,0.059190588,111.308198,0.441930392,34.57058824,6,1
ethiopian pop,0.749,0.427,302293,0.204,0.807,0.106,-17.183,0.0528,79.619,0.339,39,8,1
traditional blues,0.749678185,0.597342784,199691.3414,0.37175369,0.111402086,0.169801996,-12.27648446,0.06787743,114.6386398,0.633359492,21.57815305,0,1
classic greek pop,0.749770291,0.520400719,193105.4179,0.433468553,0.189301161,0.157245013,-11.47839173,0.042848473,119.6358092,0.652546421,25.20230608,2,0
hard bop,0.749883408,0.519223037,351714.1702,0.329159398,0.356534989,0.194764506,-14.61019736,0.058858988,112.4899902,0.508875339,18.02756593,5,1
neo kyma,0.75,0.437,179840,0.371,0.121,0.0964,-10.648,0.0291,136.411,0.507,29,2,0
shakuhachi,0.75135,0.32436,325931.25,0.237861,0.42455,0.09636,-18.25185,0.04689,130.7419,0.40268,32.75,5,1
new orleans jazz,0.75350939,0.565692642,236687.5633,0.422194245,0.410927924,0.248652375,-12.59344538,0.076987954,123.8035056,0.64744471,18.8627593,5,1
bebop,0.753526495,0.51752146,340722.4193,0.323045244,0.376052043,0.194203722,-14.84377013,0.059411456,112.8351236,0.5009696,19.97546069,5,1
russian folk,0.755143333,0.433656667,190166.1278,0.378818889,0.074448003,0.164425444,-12.25301111,0.045144667,119.9633489,0.464982778,29.84666667,7,0
modern jazz trio,0.75555,0.444,334255.75,0.25321,0.819766667,0.133441667,-17.96848333,0.045005,119.70115,0.286316667,47.28333333,7,1
beat poetry,0.756033333,0.630625,173862.3583,0.254910833,0.166984817,0.174289167,-18.81315,0.279441667,93.613925,0.50099,14.89166667,5,1
vintage spanish pop,0.7564375,0.5155,170737.5938,0.58103125,0.057342247,0.3910625,-10.09453125,0.098875,109.9224375,0.70634375,0.125,7,1
canadian comedy,0.7565,0.4275,161820,0.4355,1.34E-05,0.261,-12.322,0.1016,113.956,0.3305,40.5,7,1
healing,0.757821882,0.280505586,414563.1626,0.165223009,0.662225275,0.128778331,-20.54152323,0.051793091,102.7999199,0.15307235,45.75319784,7,1
swiss worship,0.759,0.361,200027,0.0755,0,0.126,-19.055,0.0363,122.596,0.102,44,5,1
acoustic blues,0.759253543,0.605951995,202995.4656,0.356433396,0.098296343,0.182134786,-12.76107693,0.068152203,113.641177,0.633113898,22.19909096,7,1
new age,0.760112636,0.347406781,298578.2375,0.235436705,0.689077358,0.148715382,-17.54441661,0.040810378,112.6609834,0.214599572,41.647849,7,1
slack-key guitar,0.760579,0.525066667,233905.845,0.293728889,0.208707139,0.150527778,-14.90168278,0.044372722,113.8096728,0.413437778,36.55888889,7,1
ghanaian traditional,0.761,0.6445,243393,0.0772,0,0.149,-19.0355,0.4925,145.2075,0.514,0,1,1
turkish folk,0.761073864,0.487732323,239158.5082,0.368081439,0.122600834,0.223736742,-14.29306566,0.087915657,99.40313321,0.490358586,29.33775253,7,0
nursery,0.76115625,0.68078125,155573.9521,0.342291667,0.000429021,0.168134583,-12.58345208,0.131019375,118.9481625,0.539383333,43.61875,2,1
syrian pop,0.7615,0.366,328074.5,0.277,0,0.453,-10.063,0.04025,91.366,0.4715,16.5,11,1
jump blues,0.761711402,0.630938382,188099.7726,0.382462777,0.048696713,0.1760966,-11.53615088,0.075064002,114.0124658,0.681384963,26.33611536,7,1
kleine hoerspiel,0.762325,0.6881875,156111.2875,0.19451,0,0.269625,-19.861575,0.53376875,121.2599625,0.6445125,24.4375,7,1
string band,0.763341111,0.477198889,194670.6622,0.472312222,0.184626033,0.210628667,-11.82939556,0.042064333,127.1495522,0.69148,20.04,7,1
nica,0.763491935,0.498698733,239301.5265,0.320375,0.007540733,0.164056682,-12.61230818,0.056995392,125.4536878,0.50775,32.38076037,5,1
norwegian experimental,0.7635,0.304,440720,0.1757,0.8895,0.1036,-21.3955,0.03425,86.1795,0.177,43,2,0
classical saxophone,0.764,0.389333333,388371.1667,0.208456667,0.3301,0.10685,-17.3055,0.036516667,124.6891667,0.326533333,46.5,2,1
wisconsin indie,0.7646,0.453,285098.8,0.38428,0.453138,0.1129,-13.1322,0.03426,124.6026,0.1449,49.8,7,1
meditation,0.76619033,0.263961116,422714.44,0.163254646,0.641423217,0.117033379,-21.13308553,0.045209041,100.2148221,0.140370947,45.307832,2,1
cool jazz,0.76668052,0.514062108,333727.4735,0.304115149,0.391421215,0.189555937,-15.24091919,0.058137699,112.9904935,0.481754674,19.97278987,5,1
jazz piano,0.767616841,0.534695164,304854.5822,0.318736204,0.527462913,0.165266611,-15.59257763,0.055219094,110.4145114,0.472002898,21.33111033,5,1
pakistani pop,0.768445833,0.50365,244944.6042,0.351714167,0.13804469,0.193212917,-11.53340833,0.072375833,105.3914875,0.5894125,20.58333333,5,1
latin soundtrack,0.768566667,0.35223,162080.6033,0.276481667,0.574634691,0.117090333,-18.03169667,0.039534667,91.94045667,0.340926667,42.6,7,0
romanian rock,0.768596759,0.484669231,270084.5216,0.376161645,0.116325121,0.215892767,-13.09722746,0.072764573,115.5177965,0.471482707,10.80829772,7,1
swedish synth,0.769,0.4965,283600.5,0.247,0.8045,0.09815,-13.58,0.0296,164.046,0.213,48.5,9,1
yoga,0.769,0.13,89230,0.653,0.992,0.175,-23.888,0.061,86.728,0.0148,56,2,1
african gospel,0.77,0.605,534036,0.602,0.000761,0.083,-6.726,0.0413,129.305,0.903,32,4,1
azontobeats,0.77,0.605,534036,0.602,0.000761,0.083,-6.726,0.0413,129.305,0.903,32,4,1
violao,0.770222072,0.553152219,219480.1619,0.366594662,0.34093662,0.133381694,-15.6516323,0.055985102,122.0912123,0.644872231,30.11110565,7,0
arab folk,0.770442721,0.453240135,440900.4305,0.32061615,0.347676945,0.301549994,-14.93679742,0.063815543,107.3301175,0.50720947,19.90688306,7,1
canadian indie folk,0.771333333,0.493666667,229386.6667,0.381666667,0.14309,0.133133333,-14.457,0.0347,134.8546667,0.373666667,49,5,1
yodeling,0.771488156,0.578392351,185794.1727,0.385293065,0.158289507,0.209348262,-11.50294874,0.04578843,125.8480816,0.677667976,21.34288248,9,1
nordic soundtrack,0.771666667,0.320116667,263631.8333,0.264666667,0.909333333,0.165333333,-17.42216667,0.038633333,104.1916667,0.093066667,52.5,7,1
jazz trombone,0.77198132,0.573876504,243490.7293,0.362799883,0.35577603,0.218791575,-13.50338719,0.09663378,110.5801201,0.610917459,14.27003371,7,1
mantra,0.772077485,0.516567435,290336.5973,0.3638014,0.224062771,0.191401564,-12.09648863,0.074510558,107.0194881,0.58324363,7.862260929,7,1
deep adult standards,0.772495711,0.506354179,164965.4361,0.328380725,0.015219009,0.220660538,-11.31181634,0.05481269,115.0561962,0.57275997,23.93531442,7,1
canadian children's music,0.772498525,0.751985251,116351.7434,0.327851622,0.004369421,0.168397493,-12.87452802,0.075518732,105.0865664,0.729213864,32.98967552,7,1
indie electronica,0.774,0.609,299040,0.366,0.951,0.219,-14.752,0.0532,75.008,0.49,42,1,1
vocal jazz,0.774289592,0.510165465,231101.5449,0.286998623,0.14289206,0.186114515,-13.75639492,0.059838909,111.1529312,0.440221868,26.31792021,5,1
klezmer,0.774732857,0.518752857,175567.9,0.335930714,0.283934314,0.202780429,-11.40095714,0.061152714,120.6275471,0.501062857,11.52,0,1
delta blues,0.774775816,0.585575489,200870.7196,0.337623281,0.081463869,0.168131794,-13.23480032,0.080905147,113.8938506,0.603521722,23.67768178,10,1
baiao,0.776333333,0.687416667,156339.5278,0.456722222,0.290919251,0.199438889,-12.684,0.051558333,116.1876667,0.799138889,11.66666667,7,1
classical mandolin,0.7765,0.4755,261653,0.415333333,0.461733333,0.169466667,-13.18983333,0.086033333,110.2041667,0.512916667,44.83333333,7,1
clean comedy,0.777179411,0.517924048,281900.1966,0.697385967,0.00603289,0.718442843,-13.71083108,0.801325159,100.9687833,0.357981418,29.6934632,6,1
azeri traditional,0.7778,0.5508,247362,0.3586,0.00080752,0.20718,-13.7326,0.05732,96.6098,0.6524,37.4,7,0
croatian folk,0.778,0.322,241520,0.566,0.00101,0.366,-5.181,0.0324,97.191,0.282,0,2,1
south african choral,0.7780625,0.4276875,206010.9375,0.24954375,0.000755686,0.12043125,-17.5640625,0.07085625,90.48425,0.303375,44.25,7,1
cape verdean folk,0.77875,0.61775,270966.75,0.455,0.0002308,0.146575,-11.742,0.035875,108.6985,0.607,52.5,4,1
morna,0.77875,0.61775,270966.75,0.455,0.0002308,0.146575,-11.742,0.035875,108.6985,0.607,52.5,4,1
contemporary vocal jazz,0.779254058,0.543231694,245971.6754,0.283423047,0.032419261,0.144839891,-13.11992352,0.041995285,112.2135445,0.350870407,45.74830918,10,1
cha-cha-cha,0.780924444,0.598395556,199949.1244,0.434836667,0.133556075,0.212444889,-11.93662,0.059670333,108.6402389,0.784265556,12.94,7,1
hangpan,0.781,0.642,438102.3333,0.131566667,0.899333333,0.103733333,-20.56033333,0.035166667,111.6786667,0.196166667,53.66666667,7,1
skramz,0.781,0.506,118480,0.0971,0,0.128,-17.741,0.205,198.06,0.214,0,4,0
appalachian folk,0.781167666,0.536924759,180936.9137,0.337249697,0.121133209,0.187634483,-13.43027707,0.060082039,123.0855848,0.651915455,19.81231312,9,1
jazz trio,0.784846513,0.491416409,298105.1866,0.242429251,0.574139459,0.189699864,-18.42801049,0.045779247,111.7849726,0.377039424,26.7977338,0,1
harmonica jazz,0.786428571,0.553428571,185428.7143,0.275428571,0.582734286,0.171842857,-16.62771429,0.065914286,106.27,0.409,16.57142857,0,1
kirtan,0.787108013,0.286524487,429415.3157,0.144186244,0.570353483,0.110597724,-19.17819135,0.040415224,103.7104346,0.144713654,49.98461538,9,1
irish classical,0.7877,0.392722222,194640.0278,0.303568333,0.271713517,0.31455,-16.32988889,0.120286111,106.5929722,0.346144444,12.5,10,1
ukulele,0.788008333,0.6661875,193435.1667,0.332165,0.55721795,0.190285,-14.19693333,0.056572083,118.2686083,0.59167,32.62916667,5,1
piano blues,0.788919087,0.595448501,273054.2114,0.384807012,0.293656126,0.165135982,-13.23038732,0.103404586,116.4131638,0.664699257,21.88136624,7,1
greek pop,0.78986773,0.55505432,199008.7276,0.436735762,0.185592228,0.183436453,-11.05570634,0.050227787,118.0205726,0.654695445,20.00286513,11,1
compositional ambient,0.790923955,0.351848569,322817.1608,0.219976256,0.762408752,0.128235316,-19.67583189,0.043411159,111.027083,0.189296779,46.263565,7,1
jazz vibraphone,0.791785814,0.559775433,270695.3475,0.314213108,0.394140415,0.19016729,-16.35949324,0.054644963,119.912884,0.556440695,22.49423328,5,1
hula,0.792041667,0.608166667,206384.125,0.2165,0.320935,0.162483333,-15.08820833,0.047029167,117.1244583,0.562916667,27.16666667,7,1
nisiotika,0.79245,0.472777778,218966.4333,0.465772222,0.192842592,0.363127778,-9.662961111,0.043874444,130.1993222,0.713444444,3.166666667,7,0
estonian hip hop,0.793,0.585,170080,0.455,0.000132,0.135,-11.542,0.0392,83.323,0.513,32,2,1
spanish rockabilly,0.793,0.746,117490,0.338,0,0.108,-11.525,0.0943,137.254,0.706,0,8,1
ecm-style jazz,0.794075479,0.376135215,366564.4528,0.21791649,0.659554026,0.142033966,-21.1367245,0.044554321,112.6611034,0.286484978,41.90197181,5,1
norwegian jazz,0.794261905,0.379559524,350146.1548,0.258431905,0.714180952,0.114007143,-18.87719048,0.04077381,119.7944405,0.380288095,41.29761905,5,1
folklore ecuatoriano,0.794348214,0.641977679,180106.7991,0.305178571,0.248521527,0.200830357,-14.05016964,0.0629875,127.3503795,0.681607143,28.31696429,11,0
cambridgeshire indie,0.795,0.358,252960,0.546,0.0586,0.111,-8.927,0.0296,106.489,0.264,64,0,0
jazz double bass,0.797056375,0.470596836,376412.1267,0.249383482,0.546094692,0.212473375,-17.60660558,0.04878863,109.9420765,0.382810689,26.80310306,5,0
military cadence,0.797923077,0.540307692,152108.7692,0.303176923,0.008796742,0.225823077,-11.56630769,0.039430769,112.3292308,0.554615385,19.23076923,0,1
country blues,0.79864136,0.620022576,207212.1568,0.330987273,0.093143188,0.192853174,-12.8050502,0.06718058,113.7306918,0.61121572,21.32023272,4,1
piedmont blues,0.798818451,0.612895874,217622.2692,0.376683238,0.115537757,0.180304516,-12.60699332,0.054796717,110.1206168,0.650913456,23.92049617,4,1
entehno,0.799250926,0.554800264,196338.8609,0.426626397,0.19244555,0.179537918,-11.3731086,0.048213435,115.0745487,0.649968739,19.25422228,11,0
chinese jazz,0.8,0.67,225053,0.306,1.18E-06,0.0829,-11.032,0.0366,139.949,0.61,58,2,1
drone,0.800038266,0.308967594,381606.7472,0.206090777,0.776982239,0.130622096,-20.95742833,0.042583714,106.8747096,0.16518596,40.17006498,7,1
kora,0.802,0.361,355840,0.31,0.687,0.128,-12.102,0.0398,177.659,0.408,55,9,1
harp,0.80325,0.434,254685.125,0.2401375,0.591376243,0.1444625,-20.433625,0.0563,112.93225,0.31785,40.25,7,1
modern string quartet,0.804,0.345,303720,0.1724,0.793857143,0.145242857,-18.834,0.040514286,114.681,0.160971429,36.14285714,10,1
son cubano clasico,0.805195238,0.611371429,210852.9429,0.475285714,0.128650335,0.164626667,-11.29749524,0.051515238,128.7060857,0.862047619,7.514285714,7,1
dixieland,0.805583117,0.558416334,209332.9669,0.4328385,0.362948497,0.259382848,-11.66023329,0.076782479,119.9440001,0.678200834,11.41288948,5,1
animal singing,0.806,0.799,126286.5,0.6395,0,0.1935,-5.9875,0.04235,114.6885,0.9025,4.5,7,1
operatic pop,0.806656871,0.306666179,241019.493,0.267950589,0.178531439,0.164632097,-13.8489276,0.046362915,112.7808778,0.197052892,42.55014904,10,1
laiko,0.807361185,0.560965787,194664.4796,0.443612028,0.178536012,0.185314472,-10.91890705,0.047349272,116.3470678,0.679333279,18.03147891,11,0
swing,0.808539591,0.558646948,207063.3715,0.321378476,0.25674548,0.20645756,-13.24000161,0.071980297,116.6009416,0.561626497,16.22660079,5,1
indonesian jazz,0.809,0.451,237000,0.303,3.61E-06,0.0933,-11.871,0.0296,123.77,0.247,66,3,1
levenslied,0.809,0.618,160360,0.402,0,0.16,-10.315,0.0491,183.364,0.777,30,5,1
classic pakistani pop,0.809460458,0.53820282,272267.7501,0.379901403,0.187864695,0.228101048,-12.13532796,0.06286892,107.2645494,0.635752221,18.91337526,4,1
american folk revival,0.80951752,0.546402978,175835.6012,0.277599392,0.035480759,0.164990474,-14.91688706,0.074066486,114.3719416,0.55809498,19.94267492,2,1
polish jazz,0.811,0.3815,333606.5,0.357975,0.43525,0.358775,-17.06575,0.0424,94.67625,0.1957,42,7,1
orlando indie,0.811428571,0.769428571,169304.7143,0.574428571,0.350218571,0.102671429,-8.781571429,0.099242857,97.76971429,0.467285714,62.14285714,4,0
jazz clarinet,0.811522902,0.509357891,228220.6445,0.329855701,0.553683666,0.217987735,-14.20456791,0.063803647,115.9928882,0.557747604,15.19027169,5,1
french movie tunes,0.813,0.429148148,174671.9259,0.277033333,0.141438741,0.235116667,-14.7977963,0.046538889,121.5057778,0.407075926,41.09259259,11,1
fado,0.813204259,0.549594444,171896.1185,0.360011111,0.001326445,0.172175926,-7.892842593,0.03845963,107.0399519,0.600546296,26.92592593,5,1
german show tunes,0.814181818,0.381272727,354350.2727,0.186809091,0.003191422,0.159427273,-16.60963636,0.122745455,109.9269091,0.150563636,40.45454545,0,1
dinner jazz,0.814833333,0.593833333,339871,0.256,0.899333333,0.110866667,-14.09483333,0.03825,117.7593333,0.366166667,49.33333333,7,1
swing italiano,0.815131878,0.55516796,207758.3883,0.335503188,0.171090738,0.143860817,-13.16508042,0.113554626,136.2411492,0.642604482,7.231398065,10,1
atmosphere,0.816235784,0.2601125,227903.6336,0.135361789,0.816362941,0.131451103,-23.38626103,0.049248407,91.57454044,0.12051299,54.75122549,5,1
pinoy praise,0.82,0.332,299000,0.177,8.11E-06,0.166,-16.899,0.0268,91.948,0.101,46,0,1
norwegian contemporary jazz,0.823416667,0.382291667,323709.4583,0.328558333,0.789583333,0.131875,-16.50116667,0.03905,104.3352083,0.432291667,24.29166667,2,0
mollywood,0.823625,0.617625,244124.875,0.239925,0.000779325,0.1545625,-11.94775,0.336175,102.79575,0.567,11.5,5,1
vintage swedish pop,0.826190476,0.475,176900.0952,0.246014286,0.283471386,0.197019048,-16.68780952,0.048583333,88.54938095,0.456428571,26.66666667,2,1
arabic hip hop,0.827,0.366,410777,0.431,0,0.3225,-4.578,0.0369,111.0905,0.416,7,10,1
palestinian pop,0.827,0.366,410777,0.431,0,0.3225,-4.578,0.0369,111.0905,0.416,7,10,1
classical organ,0.827517887,0.24561431,330151.682,0.167112212,0.603663251,0.126636637,-19.88623085,0.040903914,105.2872062,0.212794886,26.77420034,7,1
christmas instrumental,0.828524892,0.511959686,228345.3415,0.217193439,0.693520134,0.146227922,-16.77537229,0.035421334,100.9558834,0.382024986,34.27840909,0,1
egyptian traditional,0.829,0.6295,250146.5,0.2005,0.035752045,0.09005,-17.5505,0.0903,91.1795,0.504,29.5,6,1
nubian traditional,0.829,0.6295,250146.5,0.2005,0.035752045,0.09005,-17.5505,0.0903,91.1795,0.504,29.5,6,1
big band,0.829456477,0.540835675,230333.4969,0.317208025,0.303528196,0.220007827,-13.25430316,0.072637841,114.8216844,0.555794114,14.18159434,5,1
carnatic,0.831363802,0.574163438,231563.6177,0.435362129,0.313191107,0.21419235,-11.44552658,0.087976138,115.0701471,0.730828448,6.924573605,10,1
barbershop,0.832125,0.57925,161453.375,0.2614875,3.60E-07,0.3164625,-12.75025,0.1712,124.48125,0.610375,38.75,7,1
honky-tonk piano,0.833533333,0.494224638,165276.9783,0.237507246,0.688703261,0.163594928,-15.57851449,0.042831884,125.7240797,0.588550725,10.76086957,3,1
gospel blues,0.834020059,0.572528824,185186.4588,0.355440882,0.013646781,0.169145294,-12.51590353,0.057699882,137.5276644,0.648271176,22.76441176,9,1
latin classical,0.834057615,0.459251999,202463.8484,0.283488412,0.513228576,0.129827038,-16.94353735,0.054724153,111.7069108,0.450809416,17.78856682,7,1
stomp and flutter,0.834346154,0.565089744,220607.2244,0.360552564,0.025607406,0.173314103,-11.8093141,0.032691026,114.4813526,0.384991667,56.47435897,6,1
early avant garde,0.834372515,0.529715643,290126.5857,0.126424152,0.141583234,0.178820906,-19.96709532,0.34666883,117.5066003,0.320969708,3.134210526,0,1
ghazal,0.835111671,0.524947334,253507.3968,0.362501371,0.22516576,0.210845047,-12.05065489,0.086158516,107.6477739,0.627953208,13.46171306,7,1
irish banjo,0.837333333,0.483,172618,0.601333333,0.248893333,0.693333333,-11.16833333,0.167533333,128.9743333,0.773666667,25.66666667,2,1
old-time fiddle,0.8375,0.361166667,183760,0.4216,0.429073333,0.177283333,-13.787,0.041,102.5055,0.596833333,19.33333333,7,1
chattanooga indie,0.839,0.652,186600,0.303,0,0.0949,-14.67,0.0299,90.023,0.749,49,7,1
gypsy jazz,0.839908381,0.669977746,192569.465,0.311924138,0.72428003,0.134250502,-14.52141705,0.083766733,123.5414657,0.716025095,32.58929924,7,1
jazz brass,0.840274119,0.589655808,286351.2873,0.324175981,0.418653411,0.147677872,-13.72803476,0.050452217,111.2447017,0.609276996,7.848365252,0,1
polish classical,0.841394382,0.347124345,254024.6545,0.249609834,0.622393849,0.213687253,-18.87053491,0.05171764,103.5656342,0.351493416,12.30211343,11,1
microtonal,0.842666667,0.260833333,1644773.333,0.375333333,0.807333333,0.138666667,-14.736,0.045166667,130.8176667,0.081333333,26,7,1
minimalism,0.843356823,0.356306964,474947.8786,0.206536815,0.601030018,0.11831757,-21.02606833,0.045893711,106.4043322,0.235859641,38.38593949,7,1
tamil hip hop,0.84375,0.58225,221443.5,0.37925,0.283016,0.25125,-12.68425,0.0771,127.64575,0.60575,2.5,5,1
brain waves,0.84425,0.22725,397675.625,0.14547875,0.664388925,0.13325,-26.958125,0.0602,117.005875,0.0857625,52.25,6,1
greek clarinet,0.844585294,0.476565972,171165.8409,0.522081209,0.293887179,0.231821487,-9.599910539,0.067805833,110.0366658,0.723123897,0,2,1
stride,0.844851213,0.561517631,262816.6619,0.276323078,0.434566536,0.178878108,-15.34708542,0.073527566,114.86786,0.553421811,14.5867248,5,1
progressive trance house,0.8465,0.6795,113100,0.434,0.00023125,0.1955,-16.7905,0.302,115.1795,0.7545,23.5,3,1
experimental ambient,0.846542623,0.274022181,289711.6287,0.18952348,0.846131319,0.113169608,-20.05798284,0.041231985,105.2084534,0.099526471,40.12990196,11,1
new age piano,0.846872642,0.389642381,276711.72,0.220907936,0.780410994,0.158303079,-18.43282979,0.04675941,112.3168877,0.244133956,41.62688306,7,1
bulgarian folk,0.847,0.179,131707,0.287,8.24E-06,0.361,-15.415,0.0395,92.063,0.18,31,5,1
musica sarda,0.848666667,0.5925,187057.6667,0.3125,0.000267102,0.090033333,-13.96216667,0.178016667,142.2838333,0.702666667,45.33333333,7,0
swedish jazz,0.849926409,0.513106556,327877.3029,0.210680521,0.493396753,0.289929645,-17.19962047,0.050430619,106.4236038,0.384322181,36.19191176,5,1
rosary,0.851729798,0.256633838,223752.9621,0.180042424,0.074404279,0.153720202,-16.29648737,0.034606313,93.84543939,0.251258586,35.81313131,7,1
torch song,0.853221211,0.520155368,187856.4052,0.298431275,0.030857073,0.243972533,-12.01369689,0.083532464,108.7296492,0.498792563,15.21264461,10,1
classical oboe,0.85425,0.2516,247020,0.199625,0.637975,0.1305,-22.12575,0.043575,103.8145,0.305625,44,7,1
panpipe,0.856125,0.374625,253505.125,0.265125,0.710125,0.10505,-12.677,0.0451875,85.178375,0.0893875,45.25,2,1
romanian folk,0.856125,0.374625,253505.125,0.265125,0.710125,0.10505,-12.677,0.0451875,85.178375,0.0893875,45.25,2,1
calypso,0.856139271,0.595842155,181392.582,0.46412028,0.236480106,0.2417915,-10.66454532,0.116942144,107.4005612,0.808292763,6.121761943,5,1
harpsichord,0.85675625,0.366268542,291175.5474,0.160776094,0.538396297,0.145501771,-22.83315,0.043290417,112.7120406,0.457255729,27.9,7,1
japanese instrumental,0.857,0.466875,225405.4167,0.256291667,0.658046273,0.1247375,-14.13929167,0.0452625,142.8332917,0.277325,33.41666667,7,1
chamber ensemble,0.858,0.292,169907,0.456,0.938,0.172,-14.098,0.0378,149.393,0.511,49,7,0
